,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
64289,37,764,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64292,56,842,4,5,1,5,4,1,5,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
64294,71,366,2,3,3,3,3,3,3,2,2,2,2,4,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64295,21,2497,2,2,2,2,5,5,4,5,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64296,13,2153,5,5,5,1,4,5,4,4,2,5,5,4,4,4,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64299,47,2431,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64313,51,2129,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64314,70,403,4,5,4,3,4,4,4,4,3,2,5,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64315,32,696,0,4,0,1,2,0,2,2,5,3,5,3,5,2,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64316,47,237,2,4,2,2,1,2,1,1,5,2,4,4,4,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
64317,22,190,4,2,4,3,4,4,4,4,2,4,4,2,4,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64318,47,89,2,2,2,5,4,2,2,4,3,5,4,4,5,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64319,46,279,5,5,5,5,5,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64320,49,601,5,4,5,2,1,1,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64322,46,783,1,4,1,3,2,1,2,2,4,3,5,5,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64324,29,2928,5,5,5,5,5,4,5,5,5,1,1,5,2,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64334,27,2136,4,4,4,4,5,5,5,5,3,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64336,36,590,3,5,3,3,2,3,2,2,5,2,5,3,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64337,54,425,3,3,5,3,5,4,5,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64340,46,522,5,1,1,1,5,4,3,5,5,5,5,3,5,2,0,0.0,1,0,1,0,1,0,0,1,0,0,1
64347,78,129,4,2,2,2,4,1,2,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
64350,23,517,2,1,2,2,2,2,2,2,2,2,3,2,2,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64351,44,2842,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64356,34,3625,4,4,4,4,2,3,4,4,4,3,4,4,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64357,21,643,5,4,5,4,5,5,5,5,2,5,2,5,5,5,0,0.0,0,1,0,1,1,0,0,0,1,0,1
64359,60,1558,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64360,25,209,3,0,3,3,3,3,3,3,3,4,5,2,3,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64361,57,1914,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64365,39,1400,2,2,2,2,3,5,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64367,34,469,3,3,3,2,3,3,3,3,3,5,5,4,4,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64369,48,328,5,5,5,4,5,5,5,5,5,2,5,4,5,5,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64373,50,1765,4,4,1,4,5,5,5,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64374,47,566,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64378,39,2981,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64382,28,759,1,1,1,1,3,1,3,3,4,2,5,5,5,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64383,64,184,3,5,3,3,5,5,4,4,4,3,4,3,4,5,0,0.0,1,0,1,0,0,1,1,0,0,1,0
64384,8,1123,2,5,2,3,2,2,2,2,3,4,3,3,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64390,33,2294,5,5,5,5,4,4,4,4,4,4,5,2,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64395,36,1546,2,5,1,5,2,2,2,2,2,5,2,4,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64397,27,503,3,5,3,3,3,3,3,3,4,3,3,4,1,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64399,40,802,3,3,3,3,4,5,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64401,32,1674,3,3,3,3,3,3,3,3,2,5,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64407,31,1754,4,4,4,4,5,5,5,5,4,5,5,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64409,38,257,0,5,0,3,3,0,3,3,3,1,5,2,3,3,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64411,44,1575,2,1,2,2,2,4,4,3,3,4,3,5,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64413,34,594,4,4,5,4,4,5,5,5,5,4,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64423,55,358,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64424,26,1045,1,1,1,5,4,1,4,4,3,5,5,3,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64427,42,2342,1,1,4,1,2,3,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64428,23,630,1,1,1,1,5,5,5,5,2,5,4,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64431,46,3126,0,0,0,1,4,4,3,2,2,2,2,5,2,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64432,41,1533,1,1,1,3,4,1,4,4,4,3,1,4,2,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64441,53,1788,2,4,4,4,4,2,4,2,2,2,2,2,2,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64442,58,602,3,4,3,4,1,5,5,5,5,3,5,3,5,1,0,0.0,1,0,1,0,0,1,0,0,1,1,0
64446,31,2597,1,3,3,3,1,1,1,1,2,4,4,3,3,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64447,47,452,3,5,3,5,3,3,3,3,3,2,5,3,4,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
64449,56,403,3,4,3,4,2,4,5,4,4,3,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64451,22,1235,4,4,4,4,5,4,5,5,3,5,4,4,5,5,0,0.0,1,0,0,1,1,0,0,1,0,0,1
64455,42,588,3,5,3,4,4,5,5,2,2,3,2,5,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64456,60,813,2,2,2,4,5,2,5,5,3,5,4,2,3,5,0,0.0,0,1,1,0,0,1,0,0,1,1,0
64462,19,3615,3,3,3,3,5,5,5,5,3,3,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64464,26,175,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64469,25,772,0,0,0,3,4,0,4,4,4,4,4,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
64470,36,368,1,2,1,4,5,1,5,5,4,1,4,3,4,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64471,39,431,2,2,2,2,5,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64472,47,1747,1,1,1,1,2,5,5,3,3,3,3,4,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64473,56,1979,1,1,1,1,2,4,5,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64474,53,413,3,2,3,2,1,2,2,5,5,3,5,2,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64475,58,731,5,5,5,5,2,4,4,3,3,3,3,3,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64478,52,351,1,4,1,5,3,4,5,5,5,1,5,4,5,5,0,0.0,0,1,1,0,0,1,1,0,0,1,0
64487,28,1605,2,1,2,2,5,5,5,5,5,2,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64488,54,655,5,0,5,1,2,5,2,2,5,4,1,4,1,2,0,0.0,1,0,0,1,1,0,0,1,0,0,1
64492,27,1233,0,0,0,4,4,0,4,4,4,3,4,3,5,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
64496,63,515,4,2,3,3,4,4,4,4,4,4,4,2,4,2,0,0.0,1,0,1,0,1,0,0,1,0,1,0
64498,66,1107,2,4,2,1,2,2,2,2,2,3,5,2,1,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64501,38,431,2,1,1,4,5,1,5,5,5,4,5,4,4,5,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64502,19,370,2,0,2,3,3,2,3,3,5,2,5,4,4,3,0,0.0,1,0,1,0,0,1,0,0,1,1,0
64503,53,453,4,5,5,5,5,3,4,4,4,3,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
64504,30,78,4,4,4,4,5,5,3,5,3,5,4,2,2,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64506,26,534,2,4,2,3,3,2,3,3,4,4,5,4,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64508,23,449,2,0,2,4,2,2,1,2,4,3,5,5,4,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64509,31,956,5,5,5,5,4,4,4,4,2,1,3,3,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64512,40,1919,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64513,23,1357,4,0,4,5,4,4,4,4,3,3,5,5,4,4,0,0.0,0,1,0,1,1,0,1,0,0,0,1
64515,19,522,4,4,4,4,5,5,5,5,5,2,3,4,1,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64518,66,289,1,5,1,1,5,4,4,2,2,1,2,5,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64525,57,89,0,4,0,4,3,4,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64526,46,1947,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64527,31,545,3,4,4,4,3,3,3,3,4,4,3,2,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64531,56,925,2,4,4,4,5,4,3,2,2,2,2,2,2,1,0,0.0,1,0,1,0,1,0,0,1,0,1,0
64532,23,802,3,3,3,2,3,3,3,3,5,5,5,5,5,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64541,50,2306,4,5,5,5,4,4,4,4,4,5,5,3,4,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
64545,47,2966,1,1,1,1,4,5,2,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64547,64,723,1,5,0,2,1,4,4,4,4,0,5,3,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64549,48,1597,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64552,11,1208,3,3,3,2,2,3,1,2,2,4,3,3,3,2,0,0.0,1,0,1,0,0,1,0,0,1,1,0
64553,27,3344,2,2,2,2,4,4,4,4,3,3,4,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64558,35,2446,2,3,3,3,2,3,2,2,4,1,1,4,2,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64561,56,1416,4,1,1,1,5,4,5,5,4,5,3,4,3,5,0,0.0,0,1,1,0,1,0,0,0,1,0,1
64564,23,1448,4,4,4,4,4,4,4,4,3,3,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64566,45,861,4,4,4,1,4,4,4,4,5,5,5,5,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64569,30,1620,2,4,2,1,2,2,2,2,3,3,5,4,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64573,8,581,2,5,2,3,1,2,1,1,3,4,4,3,4,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64574,48,1598,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64578,57,2399,1,4,1,5,4,1,3,4,3,4,4,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64584,10,604,4,5,4,3,2,4,2,2,4,2,5,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64585,28,236,2,2,2,3,4,2,4,4,2,2,3,2,3,4,0,0.0,0,1,1,0,0,1,1,0,0,1,0
64586,21,813,1,0,1,3,1,1,1,1,5,2,5,3,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64588,40,759,1,5,5,5,1,1,1,1,2,3,3,4,4,1,0,0.0,1,0,1,0,1,0,0,0,1,1,0
64589,37,2693,2,4,4,4,3,3,3,2,2,2,2,4,2,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
64591,39,349,3,4,4,1,4,4,4,4,3,5,5,4,5,4,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64594,50,1269,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64598,34,2928,3,3,2,3,4,4,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64600,42,3363,5,5,1,5,5,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64603,22,1269,0,5,0,3,1,0,1,1,5,5,4,4,4,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64610,23,2661,2,2,2,2,5,5,5,5,5,3,5,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64612,25,589,2,5,2,3,3,2,3,3,3,2,5,3,4,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64614,19,184,0,0,0,3,5,0,5,5,5,5,5,3,4,5,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64615,42,240,3,5,5,5,3,3,3,3,3,2,3,2,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64619,27,2039,1,1,1,3,5,1,2,5,4,2,5,3,4,5,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64620,60,1448,3,2,4,3,5,4,5,5,4,5,3,4,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64621,28,2300,1,3,3,3,1,1,1,1,4,2,4,4,3,1,0,0.0,1,0,1,0,1,0,0,0,1,1,0
64623,24,895,4,4,4,1,2,4,2,2,5,2,5,5,5,2,0,0.0,1,0,0,1,1,0,0,1,0,0,1
64624,50,1123,4,4,4,4,5,4,4,3,3,3,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64625,61,2125,4,3,4,4,5,4,5,5,5,2,5,3,3,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64632,35,300,3,5,3,3,5,3,5,5,4,2,5,5,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64636,26,526,3,2,3,4,4,3,4,4,4,2,3,2,3,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64637,56,414,4,2,2,2,1,5,3,3,3,4,3,2,3,3,0,0.0,1,0,1,0,1,0,0,1,0,0,1
64638,66,302,5,5,5,5,4,4,2,4,4,4,4,4,4,2,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64639,45,581,2,2,2,4,1,2,4,1,3,2,4,4,4,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64649,49,3317,4,4,4,4,5,5,4,2,2,3,2,4,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64654,36,387,2,4,2,2,1,2,1,1,5,4,5,5,4,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64657,47,628,3,4,3,5,2,5,4,4,4,3,1,3,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64658,40,409,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64666,46,303,1,5,1,4,4,1,4,4,3,3,5,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64667,42,3226,0,0,0,1,2,4,4,2,2,2,2,4,2,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64670,48,1504,1,5,0,4,5,2,3,5,5,0,5,3,5,1,0,0.0,1,0,1,0,0,1,0,0,1,1,0
64672,66,3363,2,2,1,2,4,4,3,2,2,2,2,4,2,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64674,58,781,2,5,2,2,2,2,1,5,5,2,5,2,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64675,58,3033,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64676,75,972,2,2,2,1,4,2,4,4,5,3,4,5,1,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64678,45,874,2,4,4,4,2,2,2,2,3,5,3,4,4,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64683,53,237,5,2,5,2,4,5,2,5,5,5,5,4,5,1,0,0.0,1,0,1,0,1,0,0,0,1,0,1
64684,54,852,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64686,42,406,3,3,3,3,2,3,5,2,2,2,3,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64687,19,248,4,4,4,2,2,4,2,2,5,2,5,4,5,2,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64689,49,337,3,4,3,2,4,3,4,4,5,1,2,3,3,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64694,54,2368,2,2,2,2,4,5,5,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64695,59,1096,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64699,60,2584,1,1,1,1,4,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64703,52,1605,3,3,5,3,4,4,5,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64704,29,369,5,1,5,4,5,5,5,5,3,2,3,2,4,5,0,0.0,0,1,1,0,0,1,0,1,0,0,1
64706,46,368,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64715,46,2749,2,1,1,1,2,4,4,2,2,2,2,2,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64717,67,809,3,4,3,4,3,3,3,3,4,1,3,2,3,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64718,31,353,1,5,1,3,4,1,4,4,3,2,4,2,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64719,57,214,5,5,5,5,2,5,5,4,4,4,5,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64723,42,2653,2,2,1,2,2,4,5,2,2,2,2,3,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64725,36,1635,3,2,2,1,1,2,1,1,4,5,3,5,4,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64727,23,2257,2,2,2,2,4,4,4,4,4,3,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64729,48,2915,4,4,4,4,3,4,5,4,4,5,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64735,20,239,4,0,4,4,1,4,3,1,3,3,5,3,4,1,0,0.0,1,0,0,1,1,0,0,1,0,0,1
64739,29,1641,1,1,5,1,4,4,4,4,4,5,5,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64742,52,3227,4,4,4,4,3,5,4,4,4,5,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64754,31,2391,5,5,5,5,5,5,5,5,4,4,5,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64763,14,1096,2,0,1,5,5,1,5,5,3,2,5,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64767,53,2818,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64774,60,2483,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64777,56,2614,4,4,4,4,1,3,3,5,5,5,5,2,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64782,46,2504,2,1,2,2,3,3,3,3,3,2,3,3,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64784,70,188,2,4,2,3,5,5,5,4,4,2,4,5,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64786,15,432,2,3,1,4,1,1,1,1,3,4,3,4,4,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64792,14,872,3,2,3,2,3,3,4,3,3,1,3,3,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
64794,30,3311,1,1,1,1,2,2,2,2,4,2,4,3,4,2,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64795,62,226,3,3,3,3,4,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64796,32,2656,2,2,2,2,5,5,5,5,3,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64801,61,229,4,4,4,1,5,4,3,5,3,2,5,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64804,43,641,5,5,5,5,5,4,5,2,2,2,2,4,2,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64808,14,404,3,4,2,1,4,2,4,4,4,4,5,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64809,49,692,4,4,4,3,4,4,4,4,3,3,4,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64811,50,599,5,5,5,5,2,4,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64813,28,1709,4,4,4,4,5,4,5,5,4,2,4,4,5,5,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64816,45,200,4,3,4,2,2,3,5,2,2,4,2,4,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64817,35,327,3,3,3,5,4,3,4,4,3,5,5,5,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64819,64,369,2,5,5,5,5,3,3,2,2,2,2,2,2,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
64820,27,838,4,3,4,3,5,4,5,5,2,1,4,4,3,5,0,0.0,0,1,1,0,0,1,0,0,1,1,0
64825,25,590,3,4,3,3,4,3,1,4,4,5,4,4,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64832,20,214,2,0,2,1,3,2,5,3,5,5,5,3,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64833,33,618,2,0,2,1,2,2,2,2,5,2,2,2,3,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64836,54,577,3,3,3,3,4,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64838,36,271,4,4,4,2,3,4,3,3,5,3,5,3,4,3,0,0.0,1,0,0,1,1,0,1,0,0,1,0
64839,53,3395,3,4,4,4,2,4,3,3,3,3,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
64840,18,730,5,5,5,3,4,5,4,4,3,3,4,5,5,4,0,0.0,0,1,0,1,1,0,0,1,0,0,1
64841,32,1865,4,4,4,4,5,5,5,5,4,2,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64845,58,2402,4,4,4,4,5,5,5,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64850,34,978,2,5,2,3,2,2,2,2,3,5,5,5,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64852,53,1521,2,4,4,4,5,4,4,2,2,2,2,3,2,1,0,0.0,1,0,1,0,1,0,0,0,1,1,0
64853,51,2639,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64860,50,737,5,3,3,3,1,2,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
64861,23,701,4,0,4,2,1,4,1,1,4,4,5,5,4,1,0,0.0,0,1,0,1,1,0,1,0,0,0,1
64863,46,2582,2,2,2,2,2,4,4,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64864,56,936,0,4,0,4,5,4,4,2,2,0,2,3,2,1,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64869,49,432,5,4,4,4,5,5,5,5,4,1,1,3,4,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
64877,34,270,1,1,2,4,1,2,1,1,4,5,4,2,3,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64880,48,1639,3,3,4,3,3,4,5,2,2,2,2,4,2,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64882,40,325,1,1,1,2,5,1,5,5,4,3,5,4,4,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
64884,40,110,4,4,4,4,3,4,3,3,4,4,5,2,1,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
64887,13,760,3,4,3,2,4,3,2,4,4,3,5,5,5,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64889,37,2910,5,5,5,5,3,5,3,4,4,4,3,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64895,41,903,2,5,2,2,2,2,2,2,4,4,4,4,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64897,16,2402,2,2,2,2,5,5,5,5,4,2,5,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64898,40,2475,1,1,3,1,2,5,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64899,37,700,1,1,1,1,2,5,5,3,3,3,3,4,3,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64901,56,3568,1,1,1,1,2,5,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64905,27,151,5,5,0,3,5,0,1,5,5,3,4,3,5,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64911,19,1034,2,4,2,2,5,2,3,5,5,5,4,5,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
